app_name,total_volume_mn,total_value_cr,month,year,category
Hsbc Bank App,0.2,118.0,Jan,2024,Bank App
Tamilnad Mercantile Bank App,0.12,32.85,Jan,2024,Bank App
Indian Overseas Bank App,0.11,29.92,Jan,2024,Bank App
Ultracash,0.08,5.95,Jan,2024,Bank App
Citi Bank App,0.08,79.39,Jan,2024,Bank App
Digikhata,0.08,30.34,Jan,2024,Bank App
Tata Neu,0.08,11.48,Jan,2024,Bank App
City Union Bank App,0.08,25.49,Jan,2024,Bank App
Idbi Bank App,0.08,42.31,Jan,2024,Bank App
Jupiter Edge (Livquick Ppi),0.05,14.71,Jan,2024,Bank App
Karur Vysya Bank App,0.04,15.23,Jan,2024,Bank App
Nsdl Payments Bank App,0.04,5.77,Jan,2024,Bank App
Bank Of Maharashtra App,0.04,8.06,Jan,2024,Bank App
Dhani,0.04,2.71,Jan,2024,Bank App
Paytm,0.03,3.11,Jan,2024,Payment App
Makemytrip,0.03,15.48,Jan,2024,Bank App
Equitas Small Finance Bank App,0.03,23.19,Jan,2024,Bank App
Timepay,0.03,0.33,Jan,2024,Bank App
Allahabad Bank App,0.03,6.51,Jan,2024,Bank App
Others,0.13,31.46,Jan,2024,Bank App
Cbdc,0.88,48.08,Jan,2024,Bank App
Google Pay,5341.23,735159.2,Jul,2024,Payment App
Paytm (Ocl),1128.97,123467.33,Jul,2024,Payment App
Cred,142.56,48998.89,Jul,2024,Payment App
Axis Bank App,108.57,6335.06,Jul,2024,Bank App
Amazon Pay,72.41,7995.92,Jul,2024,Payment App
Navi,68.47,3574.61,Jul,2024,Bank App
Icici Bank App,52.91,28529.39,Jul,2024,Bank App
Fampay,52.04,639.44,Jul,2024,Bank App
Kotak Mahindra Bank App,44.8,6488.28,Jul,2024,Bank App
Whatsapp,41.39,3215.18,Jul,2024,Bank App
Hdfc Bank App,35.28,8747.5,Jul,2024,Bank App
Bhim,24.64,8756.73,Jul,2024,Payment App
Yes Bank App,24.08,9583.2,Jul,2024,Bank App
Airtel Payments Bank App,17.48,1210.32,Jul,2024,Bank App
Groww,15.18,12129.34,Jul,2024,Payment App
Bajaj Finserv,9.9,2309.58,Jul,2024,Payment App
Slice,9.41,708.27,Jul,2024,Payment App
Mobikwik,9.11,2431.73,Jul,2024,Payment App
Sbi Bank App,8.06,2691.74,Jul,2024,Bank App
Idfc Bank App,7.63,1725.98,Jul,2024,Bank App
Flipkart Upi,7.12,422.36,Jul,2024,Bank App
Samsung Pay,6.6,558.51,Jul,2024,Bank App
India Post Payments Bank App,6.43,826.31,Jul,2024,Bank App
Federal Bank App,5.95,848.66,Jul,2024,Bank App
Jupiter Money,5.76,781.04,Jul,2024,Payment App
Canara Bank App,3.04,834.74,Jul,2024,Bank App
Federal Bank App,2.68,460.69,Jul,2024,Bank App
Jio Payments Bank App,2.53,199.65,Jul,2024,Bank App
Super.Money,2.5,75.7,Jul,2024,Bank App
Deutsche Bank App,2.44,344.53,Jul,2024,Bank App
Timepay,2.16,20.52,Jul,2024,Bank App
Punjab National Bank App,2.15,563.99,Jul,2024,Bank App
Indian Bank App,1.95,344.83,Jul,2024,Bank App
Rbl Bank App,1.46,354.77,Jul,2024,Bank App
Union Bank App,1.28,530.92,Jul,2024,Bank App
Omnicard,1.2,54.57,Jul,2024,Bank App
Bank Of Baroda App,1.07,477.99,Jul,2024,Bank App
Jammu And Kashmir Bank App,0.87,111.92,Jul,2024,Bank App
Central Bank Of India App,0.83,180.98,Jul,2024,Bank App
Au Small Finance Bank App,0.66,202.05,Jul,2024,Bank App
South Indian Bank App,0.56,159.32,Jul,2024,Bank App
Dbs Digibank App,0.53,206.03,Jul,2024,Bank App
Pop Upi,0.45,34.71,Jul,2024,Bank App
Fino Payments Bank App,0.44,58.11,Jul,2024,Bank App
Hsbc Bank App,0.44,152.15,Jul,2024,Bank App
Indusind Bank App,0.38,101.12,Jul,2024,Bank App
Shriram One,0.3,35.64,Jul,2024,Bank App
Digikhata,0.26,83.11,Jul,2024,Bank App
Uco Bank App,0.24,69.95,Jul,2024,Bank App
Karnataka Bank App,0.19,39.14,Jul,2024,Bank App
Standard Chartered Bank App,0.17,116.72,Jul,2024,Bank App
Tata Neu,0.17,26.16,Jul,2024,Bank App
Indian Overseas Bank App,0.15,45.13,Jul,2024,Bank App
Kiwi,0.15,30.35,Jul,2024,Bank App
Suryoday Bank App,0.13,0.03,Jul,2024,Bank App
Dhani,0.11,15.91,Jul,2024,Bank App
Ultracash,0.1,7.35,Jul,2024,Bank App
Bank Of India App,0.08,20.12,Jul,2024,Bank App
Tamilnad Mercantile Bank App,0.08,24.19,Jul,2024,Bank App
City Union Bank App,0.08,28.82,Jul,2024,Bank App
Idbi Bank App,0.08,32.92,Jul,2024,Bank App
Aditya Birla Capital Digital Limited,0.08,3.7,Jul,2024,Bank App
Nsdl Payments Bank App,0.07,10.63,Jul,2024,Bank App
Citi Bank App,0.07,34.54,Jul,2024,Bank App
Bank Of Maharashtra App,0.06,13.27,Jul,2024,Bank App
Niyo Global,0.06,28.59,Jul,2024,Bank App
Karur Vysya Bank App,0.06,20.69,Jul,2024,Bank App
RapiPay,0.04,5.95,Jul,2024,Bank App
Equitas Small Finance Bank App,0.04,28.2,Jul,2024,Bank App
Punjab Sindh Bank App,0.03,14.96,Jul,2024,Bank App
Allahabad Bank App,0.02,5.19,Jul,2024,Bank App
Others,1.48,195.85,Jul,2024,Bank App
Google Pay,5103.99,707241.27,Jun,2024,Payment App
Paytm,1104.89,120840.45,Jun,2024,Payment App
Cred,138.42,45720.01,Jun,2024,Payment App
Axis Bank App,75.07,6614.04,Jun,2024,Bank App
Amazon Pay,67.07,7377.3,Jun,2024,Payment App
Icici Bank App,51.65,29996.18,Jun,2024,Bank App
Fampay,50.78,641.36,Jun,2024,Bank App
Kotak Mahindra Bank App,42.65,6073.08,Jun,2024,Bank App
Whatsapp,37.18,2923.79,Jun,2024,Bank App
Navi,35.72,1769.66,Jun,2024,Bank App
Hdfc Bank App,34.6,8167.3,Jun,2024,Bank App
Bhim,22.72,7965.69,Jun,2024,Payment App
Yes Bank App,22.55,9317.05,Jun,2024,Bank App
Airtel Payments Bank App,15.76,1192.07,Jun,2024,Bank App
Mobikwik,11.59,2564.79,Jun,2024,Payment App
Groww,11.26,9094.72,Jun,2024,Payment App
Bajaj Finserv,8.23,1852.43,Jun,2024,Payment App
Slice,7.86,634.47,Jun,2024,Payment App
Idfc Bank App,7.33,1654.91,Jun,2024,Bank App
Sbi Bank App,7.22,2426.08,Jun,2024,Bank App
Samsung Pay,6.38,542.12,Jun,2024,Bank App
India Post Payments Bank App,6.01,732.1,Jun,2024,Bank App
Flipkart Upi,5.97,337.24,Jun,2024,Bank App
Federal Bank App,5.67,790.57,Jun,2024,Bank App
Jupiter Money,5.63,750.68,Jun,2024,Payment App
Canara Bank App,2.88,793.85,Jun,2024,Bank App
Jio Payments Bank App,2.33,186.62,Jun,2024,Bank App
Deutsche Bank App,2.25,334.12,Jun,2024,Bank App
Timepay,1.82,20.2,Jun,2024,Bank App
Punjab National Bank App,1.8,472.48,Jun,2024,Bank App
Rbl Bank App,1.75,785.07,Jun,2024,Bank App
Indian Bank App,1.73,330.47,Jun,2024,Bank App
Omnicard,1.28,53.41,Jun,2024,Bank App
Union Bank App,1.06,461.02,Jun,2024,Bank App
Bank Of Baroda App,1.03,450.62,Jun,2024,Bank App
Central Bank Of India App,0.83,188.63,Jun,2024,Bank App
Au Small Finance Bank App,0.76,227.63,Jun,2024,Bank App
Jammu And Kashmir Bank App,0.75,97.58,Jun,2024,Bank App
Dbs Digibank App,0.5,198.68,Jun,2024,Bank App
South Indian Bank App,0.49,144.78,Jun,2024,Bank App
Indusind Bank App,0.43,117.86,Jun,2024,Bank App
Fino Payments Bank App,0.41,55.79,Jun,2024,Bank App
Hsbc Bank App,0.4,148.09,Jun,2024,Bank App
Shriram One,0.28,37.04,Jun,2024,Bank App
Uco Bank App,0.22,67.4,Jun,2024,Bank App
Digikhata,0.19,63.31,Jun,2024,Bank App
Karnataka Bank App,0.18,33.55,Jun,2024,Bank App
Standard Chartered Bank App,0.17,117.35,Jun,2024,Bank App
Tata Neu,0.16,23.31,Jun,2024,Bank App
Kiwi,0.15,31.43,Jun,2024,Bank App
Suryoday,0.14,0.02,Jun,2024,Bank App
Indian Overseas Bank App,0.13,37.62,Jun,2024,Bank App
Super.Money,0.13,5.04,Jun,2024,Bank App
Dhani,0.11,13.84,Jun,2024,Bank App
Bank Of India App,0.1,38.05,Jun,2024,Bank App
Ultracash,0.09,6.51,Jun,2024,Bank App
Tamilnad Mercantile Bank App,0.08,26.21,Jun,2024,Bank App
City Union Bank App,0.08,28.66,Jun,2024,Bank App
Pop Club,0.07,4.87,Jun,2024,Bank App
Citi Bank App,0.07,70.51,Jun,2024,Bank App
Aditya Birla Capital Digital,0.07,3.45,Jun,2024,Bank App
Idbi Bank App,0.07,27.06,Jun,2024,Bank App
Nsdl Payments Bank App,0.06,10.09,Jun,2024,Bank App
Bank Of Maharashtra App,0.05,11.11,Jun,2024,Bank App
Karur Vysya Bank App,0.05,18.73,Jun,2024,Bank App
Niyo Global,0.05,24.78,Jun,2024,Bank App
Equitas Small Finance Bank App,0.04,26.25,Jun,2024,Bank App
Punjab Sindh Bank App,0.03,12.38,Jun,2024,Bank App
Others,1.54,184.11,Jun,2024,Bank App
Google Pay,5061.18,695196.05,Mar,2024,Payment App
Paytm,1230.04,134406.85,Mar,2024,Payment App
Cred,132.31,44991.57,Mar,2024,Payment App
Axis Bank App,94.6,7435.92,Mar,2024,Bank App
Amazon Pay,65.35,6772.89,Mar,2024,Payment App
Icici Bank App,45.98,26496.95,Mar,2024,Bank App
Fampay,43.69,528.01,Mar,2024,Bank App
Kotak Mahindra Bank App,39.14,5763.37,Mar,2024,Bank App
Hdfc Bank App,35.03,7293.07,Mar,2024,Bank App
Whatsapp,31.21,2536.99,Mar,2024,Bank App
Bhim,30.04,8339.37,Mar,2024,Payment App
Yes Bank App,24.45,13869.1,Mar,2024,Bank App
Airtel Payments Bank App,16.01,1207.02,Mar,2024,Bank App
Bajaj Finserv,15.81,2803.2,Mar,2024,Payment App
Mobikwik,8.27,2190.01,Mar,2024,Payment App
India Post Payments Bank App,6.82,851.01,Mar,2024,Bank App
Groww,6.72,3539.14,Mar,2024,Payment App
Sbi Bank App,6.63,2395.88,Mar,2024,Bank App
Idfc Bank App,6.41,1581.28,Mar,2024,Bank App
Samsung Pay,6.24,530.8,Mar,2024,Bank App
Jupiter,5.57,709.07,Mar,2024,Bank App
Flipkart,5.0,197.24,Mar,2024,Bank App
Deutsche Bank App,3.3,453.59,Mar,2024,Bank App
Federal Bank App,6.11,806.46,Mar,2024,Bank App
Canara Bank App,3.1,798.84,Mar,2024,Bank App
Navi,3.0,94.29,Mar,2024,Bank App
Slice,5.22,538.12,Mar,2024,Payment App
Jio Payments Bank App,1.87,161.87,Mar,2024,Bank App
Indian Bank App,1.86,384.79,Mar,2024,Bank App
Rbl Bank App,1.83,466.25,Mar,2024,Bank App
Punjab National Bank App,1.67,411.13,Mar,2024,Bank App
Timepay,1.37,18.52,Mar,2024,Bank App
Union Bank App,1.35,517.16,Mar,2024,Bank App
Omnicard,1.29,44.84,Mar,2024,Bank App
Bank Of Baroda App,0.95,426.81,Mar,2024,Bank App
Central Bank Of India App,0.86,195.46,Mar,2024,Bank App
Au Small Finance Bank App,0.78,279.91,Mar,2024,Bank App
Gokiwi,0.7,100.1,Mar,2024,Bank App
Dbs Digibank App,0.51,203.18,Mar,2024,Bank App
Shriram One,0.48,38.71,Mar,2024,Bank App
South Indian Bank App,0.4,120.88,Mar,2024,Bank App
Fino Payments Bank App,0.39,50.97,Mar,2024,Bank App
Indusind Bank App,1.39,228.14,Mar,2024,Bank App
Hsbc Bank App,0.31,138.22,Mar,2024,Bank App
Tata Neu,0.25,25.46,Mar,2024,Bank App
Bank Of India App,0.2,78.81,Mar,2024,Bank App
Standard Chartered Bank App,0.19,116.88,Mar,2024,Bank App
Dhani,0.19,5.98,Mar,2024,Bank App
Uco Bank App,0.18,56.32,Mar,2024,Bank App
Karnataka Bank App,0.16,25.58,Mar,2024,Bank App
Jupiter Edge,0.14,32.22,Mar,2024,Bank App
Digikhata,0.13,48.01,Mar,2024,Bank App
Indian Overseas Bank App,0.11,30.44,Mar,2024,Bank App
Tamilnad Mercantile Bank App,0.1,28.72,Mar,2024,Bank App
Ultracash,0.09,6.57,Mar,2024,Bank App
Citi Bank App,0.09,66.71,Mar,2024,Bank App
City Union Bank App,0.08,26.73,Mar,2024,Bank App
Nsdl Payments Bank App,0.07,10.57,Mar,2024,Bank App
Bank Of Maharashtra App,0.05,11.67,Mar,2024,Bank App
Karur Vysya Bank App,0.05,17.68,Mar,2024,Bank App
Equitas Small Finance Bank App,0.04,26.62,Mar,2024,Bank App
Makemytrip,0.03,18.75,Mar,2024,Bank App
Go Niyo,0.03,12.86,Mar,2024,Bank App
Allahabad Bank App,0.03,6.32,Mar,2024,Bank App
Others,1.21,113.06,Mar,2024,Bank App
Google Pay,5219.56,723315.7,May,2024,Payment App
Paytm (Ocl),1140.01,124704.8,May,2024,Payment App
Cred,140.08,47547.15,May,2024,Payment App
Amazon Pay,68.34,7419.41,May,2024,Payment App
Axis Bank App,64.08,5910.2,May,2024,Bank App
Icici Bank App,52.1,28444.03,May,2024,Bank App
Fampay,50.1,630.89,May,2024,Bank App
Kotak Mahindra Bank App,43.41,6178.23,May,2024,Bank App
Whatsapp,36.45,2938.72,May,2024,Bank App
Hdfc Bank App,35.43,8104.44,May,2024,Bank App
Navi,29.72,958.09,May,2024,Bank App
Bhim,23.43,8095.99,May,2024,Payment App
Yes Bank App,22.75,10971.64,May,2024,Bank App
Airtel Payments Bank App,17.29,1330.15,May,2024,Bank App
Mobikwik,11.12,2536.09,May,2024,Payment App
Groww,10.15,7086.12,May,2024,Payment App
Bajaj Finserv,9.55,1685.51,May,2024,Payment App
Slice,9.05,646.12,May,2024,Payment App
Sbi Bank App,7.12,2494.2,May,2024,Bank App
Idfc Bank App,6.99,1690.27,May,2024,Bank App
Samsung Pay,6.56,547.28,May,2024,Bank App
Jupiter,6.07,769.1,May,2024,Bank App
Federal Bank App,5.95,811.83,May,2024,Bank App
India Post Payments Bank App,5.67,703.81,May,2024,Bank App
Flipkart,4.44,251.85,May,2024,Bank App
Canara Bank App,3.06,828.58,May,2024,Bank App
Deutsche Bank App,2.34,369.42,May,2024,Bank App
Rbl Bank App,2.24,931.34,May,2024,Bank App
Jio Payments Bank App,2.02,170.98,May,2024,Bank App
Punjab National Bank App,1.74,444.5,May,2024,Bank App
Timepay,1.61,17.69,May,2024,Bank App
Indian Bank App,1.55,329.58,May,2024,Bank App
Omnicard,1.24,45.65,May,2024,Bank App
Union Bank App,1.19,505.24,May,2024,Bank App
Bank Of Baroda App,1.02,463.85,May,2024,Bank App
Central Bank Of India App,0.95,213.29,May,2024,Bank App
Au Small Finance Bank App,0.82,249.6,May,2024,Bank App
Dbs Digibank App,0.48,193.09,May,2024,Bank App
South Indian Bank App,0.47,141.47,May,2024,Bank App
Jammu And Kashmir Bank App,0.43,64.02,May,2024,Bank App
Fino Payments Bank App,0.38,53.86,May,2024,Bank App
Hsbc Bank App,0.37,144.11,May,2024,Bank App
Indusind Bank App,0.36,74.41,May,2024,Bank App
Shriram One,0.29,36.28,May,2024,Bank App
Bank Of India App,0.21,81.09,May,2024,Bank App
Uco Bank App,0.2,65.61,May,2024,Bank App
Kiwi,0.18,36.03,May,2024,Bank App
Tata Neu,0.18,25.1,May,2024,Bank App
Standard Chartered Bank App,0.16,114.42,May,2024,Bank App
Digikhata,0.16,52.29,May,2024,Bank App
Karnataka Bank App,0.16,30.0,May,2024,Bank App
Indian Overseas Bank App,0.12,34.43,May,2024,Bank App
Dhani,0.11,13.12,May,2024,Bank App
Ultracash,0.09,6.19,May,2024,Bank App
Tamilnad Mercantile Bank App,0.08,25.66,May,2024,Bank App
Citi Bank App,0.08,66.74,May,2024,Bank App
City Union Bank App,0.08,28.77,May,2024,Bank App
Nsdl Payments Bank App,0.07,12.71,May,2024,Bank App
Idbi Bank App,0.07,27.32,May,2024,Bank App
Aditya Birla Capital Digital,0.05,1.84,May,2024,Bank App
Karur Vysya Bank App,0.05,20.63,May,2024,Bank App
Bank Of Maharashtra App,0.05,10.49,May,2024,Bank App
Niyo Global,0.04,22.56,May,2024,Bank App
Makemytrip,0.04,18.12,May,2024,Bank App
Equitas Small Finance Bank App,0.04,25.35,May,2024,Bank App
Punjab Sindh Bank App,0.03,12.97,May,2024,Bank App
Others,1.29,148.93,May,2024,Bank App
Navi,152.95,8806.45,Nov,2024,Bank App
Cred,138.24,50560.48,Nov,2024,Payment App
Axis Bank App,130.36,6337.84,Nov,2024,Bank App
Super.Money,78.49,3130.1,Nov,2024,Bank App
Amazon Pay,71.6,7914.87,Nov,2024,Payment App
Fampay,67.41,777.46,Nov,2024,Bank App
Icici Bank App,53.71,21498.14,Nov,2024,Bank App
Whatsapp,51.76,3890.1,Nov,2024,Bank App
Kotak Mahindra Bank App,47.35,6583.09,Nov,2024,Bank App
Hdfc Bank App,36.84,10417.27,Nov,2024,Bank App
Yes Bank App,35.69,9215.09,Nov,2024,Bank App
Bhim,27.05,8210.65,Nov,2024,Payment App
Airtel Payments Bank App,18.6,1389.73,Nov,2024,Bank App
Mobikwik,16.63,2942.38,Nov,2024,Payment App
Flipkart Upi,13.25,636.91,Nov,2024,Bank App
Groww,13.22,8479.87,Nov,2024,Payment App
